relation_pair_key,pred_label,entity1_canonical_text,entity1_type,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
"(2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxypropanoic acid||ChemicalEntity --> chlorpyrifos||ChemicalEntity",Negative_Correlation,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxypropanoic acid",ChemicalEntity,chlorpyrifos,ChemicalEntity,Negative effect,1,7.4741073,7.474,36521549,1,1,True,False,"Rosmarinic acid mitigates chlorpyrifos-induced oxidative stress, inflammation, and kidney injury in rats by modulating SIRT1 and Nrf2/HO-1 signaling."
"(2R,3R)-8-[(2S,3R)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-3-yl]-3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one||ChemicalEntity -- carbendazim||ChemicalEntity",HPRD-Association,carbendazim,ChemicalEntity,"(2R,3R)-8-[(2S,3R)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-3-yl]-3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",ChemicalEntity,General association,1,7.16e-43,0.0,23474402,1,1,True,False,Kolaviron prevents carbendazim-induced steroidogenic dysfunction and apoptosis in testes of rats.
"(2R,3R)-8-[(2S,3R)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-3-yl]-3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one||ChemicalEntity --> carbendazim||ChemicalEntity",Negative_Correlation,"(2R,3R)-8-[(2S,3R)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-3-yl]-3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",ChemicalEntity,carbendazim,ChemicalEntity,Negative effect,1,6.4371624,6.437,23474402,1,1,True,False,Kolaviron prevents carbendazim-induced steroidogenic dysfunction and apoptosis in testes of rats.
"(2R,3R,4R,5R,6S)-6-methyloxane-2,3,4,5-tetrol||ChemicalEntity -- ametryn||ChemicalEntity",Association,"(2R,3R,4R,5R,6S)-6-methyloxane-2,3,4,5-tetrol",ChemicalEntity,ametryn,ChemicalEntity,General association,1,5.3797207,5.38,16999969,1,1,True,False,Molecularly imprinted polymers for triazine herbicides prepared by multi-step swelling and polymerization method. Their application to the determination of methylthiotriazine herbicides in river water.
"(2R,3R,4R,5R,6S)-6-methyloxane-2,3,4,5-tetrol||ChemicalEntity -- simetryn||ChemicalEntity",Association,"(2R,3R,4R,5R,6S)-6-methyloxane-2,3,4,5-tetrol",ChemicalEntity,simetryn,ChemicalEntity,General association,1,5.5046387,5.505,16999969,1,1,True,False,Molecularly imprinted polymers for triazine herbicides prepared by multi-step swelling and polymerization method. Their application to the determination of methylthiotriazine herbicides in river water.
"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol||ChemicalEntity -- imidacloprid||ChemicalEntity",Association,imidacloprid,ChemicalEntity,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ChemicalEntity,General association,2,6.867024,6.292,21404858 | 30583045,2,2,True,False,Chronic exposure of bumblebees to neonicotinoid imidacloprid suppresses the entire mevalonate pathway and fatty acid synthesis.
"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol||ChemicalEntity -- imidacloprid||ChemicalEntity",int,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ChemicalEntity,imidacloprid,ChemicalEntity,Binding / interaction,1,0.0516481,0.052,30583045,1,1,True,False,Chronic exposure of bumblebees to neonicotinoid imidacloprid suppresses the entire mevalonate pathway and fatty acid synthesis.
"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol||ChemicalEntity -- neonicotinoid||ChemicalEntity",Association,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ChemicalEntity,neonicotinoid,ChemicalEntity,General association,1,5.456687,5.457,29851480,1,1,True,False,"Global Transcriptomic Effects of Environmentally Relevant Concentrations of the Neonicotinoids Clothianidin, Imidacloprid, and Thiamethoxam in the Brain of Honey Bees ( Apis mellifera)."
"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol||ChemicalEntity -- thiamethoxam||ChemicalEntity",Association,thiamethoxam,ChemicalEntity,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ChemicalEntity,General association,2,5.456687,5.457,29851480,1,2,True,False,"Global Transcriptomic Effects of Environmentally Relevant Concentrations of the Neonicotinoids Clothianidin, Imidacloprid, and Thiamethoxam in the Brain of Honey Bees ( Apis mellifera)."
"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol||ChemicalEntity --> captan||ChemicalEntity",Positive_Correlation,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ChemicalEntity,captan,ChemicalEntity,Positive effect,1,5.4276633,5.428,2663061,1,1,True,False,Binding of captan to DNA polymerase I from Escherichia coli and the concomitant effect on 5'----3' exonuclease activity.
"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol||ChemicalEntity --> imidacloprid||ChemicalEntity",Negative_Correlation,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ChemicalEntity,imidacloprid,ChemicalEntity,Negative effect,1,8.290647,8.291,21404858,1,1,True,False,Mortality and oviposition of western cherry fruit fly (Diptera: Tephritidae) exposed to different insecticide baits for varying periods in the presence and absence of food.
"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-[6-[[(E)-4-hydroxy-3-methylbut-2-enyl]amino]purin-9-yl]oxolane-3,4-diol||ChemicalEntity -- atrazine||ChemicalEntity",Association,atrazine,ChemicalEntity,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-[6-[[(E)-4-hydroxy-3-methylbut-2-enyl]amino]purin-9-yl]oxolane-3,4-diol",ChemicalEntity,General association,1,7.2813525,7.281,36564574,1,1,True,False,Metabolomics reveal metabolic variation caused by co-culture of Arthrobacter ureafaciens and Trichoderma harzianum and their impacts on wheat germination.
"(2R,3S,4R,5S)-1,6-dibromohexane-2,3,4,5-tetrol||ChemicalEntity -- carbophos||ChemicalEntity",Association,"(2R,3S,4R,5S)-1,6-dibromohexane-2,3,4,5-tetrol",ChemicalEntity,carbophos,ChemicalEntity,General association,1,6.4504933,6.45,32648588,1,1,True,False,Effect of dielectric barrier discharge plasma on the degradation of malathion and chlorpyrifos on lettuce.
"(2R,3S,4R,5S)-1,6-dibromohexane-2,3,4,5-tetrol||ChemicalEntity -- chlorpyrifos||ChemicalEntity",Association,"(2R,3S,4R,5S)-1,6-dibromohexane-2,3,4,5-tetrol",ChemicalEntity,chlorpyrifos,ChemicalEntity,General association,1,7.085104,7.085,32648588,1,1,True,False,Effect of dielectric barrier discharge plasma on the degradation of malathion and chlorpyrifos on lettuce.
"(2R,3S,4R,5S)-1,6-dibromohexane-2,3,4,5-tetrol||ChemicalEntity --> carbophos||ChemicalEntity",Negative_Correlation,"(2R,3S,4R,5S)-1,6-dibromohexane-2,3,4,5-tetrol",ChemicalEntity,carbophos,ChemicalEntity,Negative effect,1,8.258977,8.259,32648588,1,1,True,False,Effect of dielectric barrier discharge plasma on the degradation of malathion and chlorpyrifos on lettuce.
"(2R,3S,4S,5R)-2-(hydroxymethyl)-6-[[(4R,5S)-4-hydroxy-3-methyl-2,6-dioxabicyclo[3.2.1]octan-8-yl]oxy]-4-methoxyoxane-3,5-diol||ChemicalEntity -- benomyl||ChemicalEntity",Association,benomyl,ChemicalEntity,"(2R,3S,4S,5R)-2-(hydroxymethyl)-6-[[(4R,5S)-4-hydroxy-3-methyl-2,6-dioxabicyclo[3.2.1]octan-8-yl]oxy]-4-methoxyoxane-3,5-diol",ChemicalEntity,General association,1,7.147798,7.148,30754289,1,1,True,False,First Report of Crown and Root Rot Caused by Binucleate Rhizoctonia AG-A on Thryptomene saxicola in Italy.
"(2R,3S,4S,5R)-2-(hydroxymethyl)-6-[[(4R,5S)-4-hydroxy-3-methyl-2,6-dioxabicyclo[3.2.1]octan-8-yl]oxy]-4-methoxyoxane-3,5-diol||ChemicalEntity --> thiamethoxam||ChemicalEntity",Negative_Correlation,"(2R,3S,4S,5R)-2-(hydroxymethyl)-6-[[(4R,5S)-4-hydroxy-3-methyl-2,6-dioxabicyclo[3.2.1]octan-8-yl]oxy]-4-methoxyoxane-3,5-diol",ChemicalEntity,thiamethoxam,ChemicalEntity,Negative effect,1,5.504163,5.504,19133470,1,1,True,False,Relative repellency and lethality of the neonicotinoids thiamethoxam and acetamiprid and an acetamiprid/bifenthrin combination to Reticulitermes flavipes termites.
"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol||ChemicalEntity -- atrazine||ChemicalEntity",Association,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol",ChemicalEntity,atrazine,ChemicalEntity,General association,1,7.223792,7.224,14727741,1,1,True,False,Biotransformation of atrazine in transgenic tobacco cell culture expressing human P450.
"(2R,3S,5R)-5-(2-amino-6-methoxypurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol||ChemicalEntity -- clothianidin||ChemicalEntity",Association,clothianidin,ChemicalEntity,"(2R,3S,5R)-5-(2-amino-6-methoxypurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",ChemicalEntity,General association,1,8.531349,8.531,33983014,1,1,True,False,Potential Environmental Health Risk Analysis of Neonicotinoids and a Synergist.
"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid||ChemicalEntity -- cismethrin||ChemicalEntity",Association,cismethrin,ChemicalEntity,"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid",ChemicalEntity,General association,1,8.063921,8.064,10794385,1,1,True,False,A consideration of age-dependent differences in susceptibility to organophosphorus and pyrethroid insecticides.
"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid||ChemicalEntity -- parathion||ChemicalEntity",Association,parathion,ChemicalEntity,"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid",ChemicalEntity,General association,1,9.5587015,9.559,19071155,1,1,True,False,Paraoxonase 1 (PON1) status and substrate hydrolysis.
"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid||ChemicalEntity --> atrazine||ChemicalEntity",Positive_Correlation,"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid",ChemicalEntity,atrazine,ChemicalEntity,Positive effect,1,9.284011,9.284,15988628,1,1,True,False,Joint toxicity of triazine herbicides and organophosphate insecticides to the midge Chironomus tentans.
"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid||ChemicalEntity --> cyanazine||ChemicalEntity",Negative_Correlation,"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid",ChemicalEntity,cyanazine,ChemicalEntity,Negative effect,1,7.476034,7.476,15988628,1,1,True,False,Joint toxicity of triazine herbicides and organophosphate insecticides to the midge Chironomus tentans.
"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid||ChemicalEntity --> neonicotinoid||ChemicalEntity",Cotreatment,"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid",ChemicalEntity,neonicotinoid,ChemicalEntity,Treatment / co-exposure,1,4.554006,4.554,30765100,1,1,True,False,Organic diet intervention significantly reduces urinary pesticide levels in U.S. children and adults.
"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid||ChemicalEntity --> pyrethroid||ChemicalEntity",Negative_Correlation,"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid",ChemicalEntity,pyrethroid,ChemicalEntity,Negative effect,1,6.734152,6.734,7342942,1,1,True,False,A survey for resistance in cattle ticks to acaricides.
"(2S)-2-[(3R)-3-acetamido-3-(2-methylpropyl)-2-oxopyrrolidin-1-yl]-N-[(1R,2S)-3-(3,5-difluorophenyl)-1-hydroxy-1-[(2R,4R)-4-propoxypyrrolidin-2-yl]propan-2-yl]-4-phenylbutanamide||ChemicalEntity -- cypermethrin||ChemicalEntity",Association,cypermethrin,ChemicalEntity,"(2S)-2-[(3R)-3-acetamido-3-(2-methylpropyl)-2-oxopyrrolidin-1-yl]-N-[(1R,2S)-3-(3,5-difluorophenyl)-1-hydroxy-1-[(2R,4R)-4-propoxypyrrolidin-2-yl]propan-2-yl]-4-phenylbutanamide",ChemicalEntity,General association,1,9.799087,9.799,26690741,1,0,True,False,Downgrading the systemic condition of rabbits after long term exposure to cypermethrin and piperonyl butoxide.
"(2S)-2-[[(3R)-5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid||ChemicalEntity -- carbendazim||ChemicalEntity",Association,"(2S)-2-[[(3R)-5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid",ChemicalEntity,carbendazim,ChemicalEntity,General association,1,7.5355964,7.536,19486411,1,1,True,False,Predictive assessment of ochratoxin A accumulation in grape juice based-medium by Aspergillus carbonarius using neural networks.
(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid||ChemicalEntity -- atrazine||ChemicalEntity,Association,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,ChemicalEntity,atrazine,ChemicalEntity,General association,1,6.626357,6.626,17145086,1,1,True,False,Relating olfactory neurotoxicity to altered olfactory-mediated behaviors in rainbow trout exposed to three currently-used pesticides.
(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid||ChemicalEntity --> atrazine||ChemicalEntity,Negative_Correlation,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,ChemicalEntity,atrazine,ChemicalEntity,Negative effect,1,6.1221623,6.122,17145086,1,1,True,False,Relating olfactory neurotoxicity to altered olfactory-mediated behaviors in rainbow trout exposed to three currently-used pesticides.
(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid||ChemicalEntity -- deiquat||ChemicalEntity,Association,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,ChemicalEntity,deiquat,ChemicalEntity,General association,1,6.5819125,6.582,31121956,1,1,True,False,L-tryptophan Enhances Intestinal Integrity in Diquat-Challenged Piglets Associated with Improvement of Redox Status and Mitochondrial Function.
(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid||ChemicalEntity --> deiquat||ChemicalEntity,Negative_Correlation,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,ChemicalEntity,deiquat,ChemicalEntity,Negative effect,2,6.771974,6.357,31121956,1,2,True,False,L-tryptophan Enhances Intestinal Integrity in Diquat-Challenged Piglets Associated with Improvement of Redox Status and Mitochondrial Function.
"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid||ChemicalEntity -- atrazine||ChemicalEntity",Association,"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",ChemicalEntity,atrazine,ChemicalEntity,General association,1,5.553603,5.554,27984170,1,1,True,False,"Autism genes are selectively targeted by environmental pollutants including pesticides, heavy metals, bisphenol A, phthalates and many others in food, cosmetics or household products."
"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid||ChemicalEntity -- benzoepin||ChemicalEntity",Comparison,benzoepin,ChemicalEntity,"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",ChemicalEntity,Comparison,1,4.9844217,4.984,1677838,1,1,True,False,Pesticides induced changes in circulating thyroid hormones in the freshwater catfish Clarias batrachus.
"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid||ChemicalEntity --> carbophos||ChemicalEntity",Negative_Correlation,"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",ChemicalEntity,carbophos,ChemicalEntity,Negative effect,1,7.493598,7.494,1677838,1,1,True,False,Pesticides induced changes in circulating thyroid hormones in the freshwater catfish Clarias batrachus.
"(2S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid||ChemicalEntity -- bitertanol||ChemicalEntity",Association,"(2S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid",ChemicalEntity,bitertanol,ChemicalEntity,General association,1,7.1736155,7.174,25684042,1,1,True,False,Effects of currently used pesticides and their mixtures on the function of thyroid hormone and aryl hydrocarbon receptor in cell culture.
(2S)-2-amino-3-[[(2R)-3-hexadecanoyloxy-2-[(Z)-octadec-9-enoyl]oxypropoxy]-hydroxyphosphoryl]oxypropanoic acid||ChemicalEntity -- chlordane||ChemicalEntity,Association,(2S)-2-amino-3-[[(2R)-3-hexadecanoyloxy-2-[(Z)-octadec-9-enoyl]oxypropoxy]-hydroxyphosphoryl]oxypropanoic acid,ChemicalEntity,chlordane,ChemicalEntity,General association,1,9.386016,9.386,33211967,1,1,True,False,Occurrence of Halogenated Organic Pollutants in Hadal Trenches of the Western Pacific Ocean.
(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid||ChemicalEntity -- acetamiprid||ChemicalEntity,Association,acetamiprid,ChemicalEntity,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,General association,1,7.9239664,7.924,31916150,1,0,True,False,Protective effects of melatonin and vitamin E in acetamiprid-induced nephrotoxicity.
(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid||ChemicalEntity -- alachlor||ChemicalEntity,Association,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,alachlor,ChemicalEntity,General association,1,9.754655,9.755,10813365,1,1,True,False,"Glutathione-dependent cytotoxicity of the chloroacetanilide herbicides alachlor, metolachlor, and propachlor in rat and human hepatoma-derived cultured cells."
(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid||ChemicalEntity -- carbaril||ChemicalEntity,Association,carbaril,ChemicalEntity,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,General association,1,9.994841,9.995,20027135,1,1,True,False,A review: oxidative stress in fish induced by pesticides.
(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid||ChemicalEntity -- carbofuran||ChemicalEntity,Association,carbofuran,ChemicalEntity,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,General association,1,7.1047277,7.105,22807346,1,1,True,False,Attenuation of cellular antioxidant defense mechanisms in kidney of rats intoxicated with carbofuran.
(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid||ChemicalEntity -- chlorpyrifos||ChemicalEntity,Association,chlorpyrifos,ChemicalEntity,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,General association,1,9.621042,9.621,19440498,1,1,True,False,"Oxidative and excitatory mechanisms of developmental neurotoxicity: transcriptional profiles for chlorpyrifos, diazinon, dieldrin, and divalent nickel in PC12 cells."
(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid||ChemicalEntity -- deiquat||ChemicalEntity,Association,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,deiquat,ChemicalEntity,General association,4,9.299676,8.096,1867643 | 7932197,3,4,True,False,Relationships between ascorbic acid and alpha-tocopherol during diquat-induced redox cycling in isolated rat hepatocytes.
