final_relation_key,pred_label,entity1_display_name,entity1_canonical_text,entity1_type,entity1_merge_id,entity1_pubchem_cid,entity1_pubchem_inchikey,entity2_display_name,entity2_canonical_text,entity2_type,entity2_merge_id,entity2_pubchem_cid,entity2_pubchem_inchikey,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title,unique_pmid_count
TEXT:ChemicalEntity:organophosphate||ChemicalEntity -- TEXT:GeneOrGeneProduct:neurotrophic factors||GeneOrGeneProduct,Association,organophosphate,organophosphate,ChemicalEntity,TEXT:ChemicalEntity:organophosphate,,,neurotrophic factors,neurotrophic factors,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:neurotrophic factors,,,General association,1,10.01784,10.018,18502319,1,True,False,"Targeting of neurotrophic factors, their receptors, and signaling pathways in the developmental neurotoxicity of organophosphates in vivo and in vitro.",1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:carboxylesterase||GeneOrGeneProduct,Association,beta-cypermethrin,beta-cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,carboxylesterase,carboxylesterase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:carboxylesterase,,,General association,1,10.002241,10.002,24766444,1,True,False,"Correlation between pesticide resistance and enzyme activity in the diamondback moth, Plutella xylostella.",1
INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:RWSXRVCMGQZWBV-WDSKDSINSA-N||ChemicalEntity,Association,carbaril,carbaril,ChemicalEntity,INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,INCHIKEY:RWSXRVCMGQZWBV-WDSKDSINSA-N,124886,RWSXRVCMGQZWBV-WDSKDSINSA-N,General association,1,9.994841,9.995,20027135,1,True,False,A review: oxidative stress in fish induced by pesticides.,1
INCHIKEY:CHIFOSRWCNZCFN-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:danio rerio||OrganismTaxon,Association,pendimethalin,pendimethalin,ChemicalEntity,INCHIKEY:CHIFOSRWCNZCFN-UHFFFAOYSA-N,38479,CHIFOSRWCNZCFN-UHFFFAOYSA-N,Danio rerio,Danio rerio,OrganismTaxon,TEXT:OrganismTaxon:danio rerio,,,General association,1,9.989434,9.989,34813896,0,True,False,Assessing sub-lethal effects of the dinitroaniline herbicide pendimethalin in zebrafish embryos/larvae (Danio rerio).,1
INCHIKEY:INFDPOAKFNIJBF-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:accstip1||GeneOrGeneProduct,Association,paraquat,paraquat,ChemicalEntity,INCHIKEY:INFDPOAKFNIJBF-UHFFFAOYSA-N,15939,INFDPOAKFNIJBF-UHFFFAOYSA-N,AccSTIP1,AccSTIP1,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:accstip1,,,General association,1,9.984663,9.985,30128723,1,True,False,Characteristics of AccSTIP1 in Apis cerana cerana and its role during oxidative stress responses.,1
INCHIKEY:PSOVNZZNOMJUBI-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:ck ii||GeneOrGeneProduct,Association,chlorantraniliprole,chlorantraniliprole,ChemicalEntity,INCHIKEY:PSOVNZZNOMJUBI-UHFFFAOYSA-N,11271640,PSOVNZZNOMJUBI-UHFFFAOYSA-N,CK II,CK II,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:ck ii,,,General association,1,9.981042,9.981,36797212,1,True,False,Comparative phosphoproteomics analysis provides insights into the responses of Chilo suppressalis to sublethal chlorantraniliprole exposure.,1
INCHIKEY:CFZLNRGUBAVQNO-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:sshog||GeneOrGeneProduct,Association,dimetachlone,dimetachlone,ChemicalEntity,INCHIKEY:CFZLNRGUBAVQNO-UHFFFAOYSA-N,90363,CFZLNRGUBAVQNO-UHFFFAOYSA-N,SsHog,SsHog,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:sshog,,,General association,1,9.9801035,9.98,33044139,1,True,False,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.,1
INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:fv04||GeneOrGeneProduct,Association,glyphosate,glyphosate,ChemicalEntity,INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,fv04,fv04,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:fv04,,,General association,1,9.978746,9.979,34218722,1,True,False,Transcriptome analysis and identification of candidate genes involved in glyphosate resistance in the fungus Fusarium verticillioides.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:ampk||GeneOrGeneProduct,Association,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,AMPK,AMPK,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:ampk,,,General association,1,9.974426,9.974,31310849,1,True,False,Chlorpyrifos induced oxidative stress to promote apoptosis and autophagy through the regulation of miR-19a-AMPK axis in common carp.,1
INCHIKEY:CWFOCCVIPCEQCK-UHFFFAOYSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:toxicity||DiseaseOrPhenotypicFeature,Association,chlorfenapyr,chlorfenapyr,ChemicalEntity,INCHIKEY:CWFOCCVIPCEQCK-UHFFFAOYSA-N,91778,CWFOCCVIPCEQCK-UHFFFAOYSA-N,toxicity,toxicity,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:toxicity,,,General association,1,9.971935,9.972,15889742,1,True,False,Efficacy of simulated barrier treatments against laboratory colonies of Pharaoh ant.,1
INCHIKEY:KAATUXNTWXVJKI-NSHGMRRFSA-N||ChemicalEntity -- INCHIKEY:SPNQRCTZKIBOAX-UHFFFAOYSA-N||ChemicalEntity,Association,alpha-cypermethrin,alpha-cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-NSHGMRRFSA-N,93357,KAATUXNTWXVJKI-NSHGMRRFSA-N,"N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline","N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline",ChemicalEntity,INCHIKEY:SPNQRCTZKIBOAX-UHFFFAOYSA-N,36565,SPNQRCTZKIBOAX-UHFFFAOYSA-N,General association,1,9.971935,9.972,15895843,1,True,False,"Effects of pesticides on the peripheral and central nervous system in tobacco farmers in Malaysia: studies on peripheral nerve conduction, brain-evoked potentials and computerized posturography.",1
INCHIKEY:ZOKXUAHZSKEQSS-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:aph||GeneOrGeneProduct,Association,butifos,butifos,ChemicalEntity,INCHIKEY:ZOKXUAHZSKEQSS-UHFFFAOYSA-N,5125,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,APH,APH,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:aph,,,General association,1,9.971935,9.972,15888665,1,True,False,Blood acylpeptide hydrolase activity is a sensitive marker for exposure to some organophosphate toxicants.,1
INCHIKEY:TVLSRXXIMLFWEO-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:cyp||GeneOrGeneProduct,Association,prochloraz,prochloraz,ChemicalEntity,INCHIKEY:TVLSRXXIMLFWEO-UHFFFAOYSA-N,73665,TVLSRXXIMLFWEO-UHFFFAOYSA-N,CYP,CYP,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:cyp,,,General association,1,9.968331,9.968,34590483,1,True,False,Using TKTD Models in Combination with In Vivo Enzyme Inhibition Assays to Investigate the Mechanisms behind Synergistic Interactions across Two Species.,1
INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:toxicity||DiseaseOrPhenotypicFeature,Association,glyphosate,glyphosate,ChemicalEntity,INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,toxicity,toxicity,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:toxicity,,,General association,4,9.966829,8.024,18069659 | 27280764 | 27564378 | 36803739,3,True,False,"Herbicides, glyphosate resistance and acute mammalian toxicity: simulating an environmental effect of glyphosate-resistant weeds in the USA.",4
INCHIKEY:HOKKPVIRMVDYPB-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:honey bees||OrganismTaxon,Association,thiacloprid,thiacloprid,ChemicalEntity,INCHIKEY:HOKKPVIRMVDYPB-UHFFFAOYSA-N,115224,HOKKPVIRMVDYPB-UHFFFAOYSA-N,honey bees,honey bees,OrganismTaxon,TEXT:OrganismTaxon:honey bees,,,General association,2,9.966829,9.877,27268938,2,True,False,Honey Bees' Behavior Is Impaired by Chronic Exposure to the Neonicotinoid Thiacloprid in the Field.,1
INCHIKEY:HRBKVYFZANMGRE-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:WYEHFWKAOXOVJD-UHFFFAOYSA-N||ChemicalEntity,Association,diflufenican,diflufenican,ChemicalEntity,INCHIKEY:WYEHFWKAOXOVJD-UHFFFAOYSA-N,91735,WYEHFWKAOXOVJD-UHFFFAOYSA-N,chlorpyrifos-methyl,chlorpyrifos-methyl,ChemicalEntity,INCHIKEY:HRBKVYFZANMGRE-UHFFFAOYSA-N,21803,HRBKVYFZANMGRE-UHFFFAOYSA-N,General association,1,9.966829,9.967,27288731,1,True,False,Assessment of ABCG2-mediated transport of pesticides across the rabbit placenta barrier using a novel MDCKII in vitro model.,1
INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:lignin peroxidase||GeneOrGeneProduct,Association,metaphos,metaphos,ChemicalEntity,INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,lignin peroxidase,lignin peroxidase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:lignin peroxidase,,,General association,1,9.966829,9.967,27272922,1,True,False,Perspectives of using fungi as bioresource for bioremediation of pesticides in the environment: a critical review.,1
INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:abcg2||GeneOrGeneProduct,Association,glyphosate,glyphosate,ChemicalEntity,INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,ABCG2,ABCG2,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:abcg2,,,General association,1,9.966829,9.967,27288731,1,True,False,Assessment of ABCG2-mediated transport of pesticides across the rabbit placenta barrier using a novel MDCKII in vitro model.,1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:RYGMFSIKBFXOCR-UHFFFAOYSA-N||ChemicalEntity,Association,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,copper,copper,ChemicalEntity,INCHIKEY:RYGMFSIKBFXOCR-UHFFFAOYSA-N,23978,RYGMFSIKBFXOCR-UHFFFAOYSA-N,General association,7,9.965857,9.512,19067015,6,True,False,Adsorption of lambda-cyhalothrin and cypermethrin on two typical Chinese soils as affected by copper.,1
INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity,Association,permethrin,permethrin,ChemicalEntity,INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,General association,3,9.961663,9.262,17474521 | 26911323 | 29499732,2,True,False,Determination of pesticide residues in foods by acetonitrile extraction and partitioning with magnesium sulfate: collaborative study.,3
INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:KXDHJXZQYSOELW-UHFFFAOYSA-M||ChemicalEntity,Association,carbamate,carbamate,ChemicalEntity,INCHIKEY:KXDHJXZQYSOELW-UHFFFAOYSA-M,276,KXDHJXZQYSOELW-UHFFFAOYSA-M,carbophos,carbophos,ChemicalEntity,INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N,4004,JXSJBGJIGXNWCI-UHFFFAOYSA-N,General association,2,9.961663,9.696,26844772 | 9474559,2,True,False,Susceptibility of Lutzomyia longipalpis (Diptera: Psychodidae) to selected insecticides in an endemic focus of visceral leishmaniasis in Venezuela.,2
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity -- INCHIKEY:YREQHYQNNWYQCJ-UHFFFAOYSA-N||ChemicalEntity,Association,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,etofenprox,etofenprox,ChemicalEntity,INCHIKEY:YREQHYQNNWYQCJ-UHFFFAOYSA-N,71245,YREQHYQNNWYQCJ-UHFFFAOYSA-N,General association,2,9.961663,8.95,26844772 | 31601226,2,True,False,Current Perspectives on Plague Vector Control in Madagascar: Susceptibility Status of Xenopsylla cheopis to 12 Insecticides.,2
INCHIKEY:CLSVJBIHYWPGQY-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:GOLXNESZZPUPJE-UHFFFAOYSA-N||ChemicalEntity,Association,spiromesifen,spiromesifen,ChemicalEntity,INCHIKEY:GOLXNESZZPUPJE-UHFFFAOYSA-N,9907412,GOLXNESZZPUPJE-UHFFFAOYSA-N,spirotetramat,spirotetramat,ChemicalEntity,INCHIKEY:CLSVJBIHYWPGQY-UHFFFAOYSA-N,9969573,CLSVJBIHYWPGQY-UHFFFAOYSA-N,General association,1,9.961663,9.962,26920309,1,True,False,Determination of spirocyclic tetronic/tetramic acid derivatives and neonicotinoid insecticides in fruits and vegetables by liquid chromatography and mass spectrometry after dispersive liquid-liquid microextraction.,1
INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N||ChemicalEntity -- INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity,Association,sarolaner,sarolaner,ChemicalEntity,INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N,73169092,FLEFKKUZMDEUIP-QFIPXVFZSA-N,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,General association,1,9.961663,9.962,26911323,0,True,False,Comparative speed of kill after treatment with Simparica™ (sarolaner) and Advantix®(imidacloprid + permethrin) against induced infestations of Dermacentor reticulatus on dogs.,1
INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N||ChemicalEntity -- TEXT:OrganismTaxon:d. reticulatus||OrganismTaxon,Association,sarolaner,sarolaner,ChemicalEntity,INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N,73169092,FLEFKKUZMDEUIP-QFIPXVFZSA-N,D. reticulatus,D. reticulatus,OrganismTaxon,TEXT:OrganismTaxon:d. reticulatus,,,General association,1,9.961663,9.962,26911323,1,True,False,Comparative speed of kill after treatment with Simparica™ (sarolaner) and Advantix®(imidacloprid + permethrin) against induced infestations of Dermacentor reticulatus on dogs.,1
INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N||ChemicalEntity -- TEXT:OrganismTaxon:dermacentor reticulatus||OrganismTaxon,Association,sarolaner,sarolaner,ChemicalEntity,INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N,73169092,FLEFKKUZMDEUIP-QFIPXVFZSA-N,Dermacentor reticulatus,Dermacentor reticulatus,OrganismTaxon,TEXT:OrganismTaxon:dermacentor reticulatus,,,General association,1,9.961663,9.962,26911323,1,True,False,Comparative speed of kill after treatment with Simparica™ (sarolaner) and Advantix®(imidacloprid + permethrin) against induced infestations of Dermacentor reticulatus on dogs.,1
INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N||ChemicalEntity -- TEXT:OrganismTaxon:tick||OrganismTaxon,Association,sarolaner,sarolaner,ChemicalEntity,INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N,73169092,FLEFKKUZMDEUIP-QFIPXVFZSA-N,tick,tick,OrganismTaxon,TEXT:OrganismTaxon:tick,,,General association,1,9.961663,9.962,26911323,1,True,False,Comparative speed of kill after treatment with Simparica™ (sarolaner) and Advantix®(imidacloprid + permethrin) against induced infestations of Dermacentor reticulatus on dogs.,1
INCHIKEY:IBSREHMXUMOFBB-JFUDTMANSA-N||ChemicalEntity -- TEXT:OrganismTaxon:cotton||OrganismTaxon,Association,abamectin,abamectin,ChemicalEntity,INCHIKEY:IBSREHMXUMOFBB-JFUDTMANSA-N,9920327,IBSREHMXUMOFBB-JFUDTMANSA-N,Cotton,Cotton,OrganismTaxon,TEXT:OrganismTaxon:cotton,,,General association,1,9.961663,9.962,26868652,1,True,False,Characterization of Phenacoccus solenopsis (Tinsley) (Homoptera: Pseudococcidae) Resistance to Emamectin Benzoate: Cross-Resistance Patterns and Fitness Cost Analysis.,1
"INCHIKEY:QQODLKZGRKWIFG-UHFFFAOYSA-N||ChemicalEntity -- TEXT:ChemicalEntity:trans-[(s)-cyano-(3-phenoxyphenyl)methyl] (1r,3r)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate||ChemicalEntity",Association,cyfluthrin,cyfluthrin,ChemicalEntity,INCHIKEY:QQODLKZGRKWIFG-UHFFFAOYSA-N,104926,QQODLKZGRKWIFG-UHFFFAOYSA-N,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate","trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",ChemicalEntity,"TEXT:ChemicalEntity:trans-[(s)-cyano-(3-phenoxyphenyl)methyl] (1r,3r)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",,,General association,1,9.961663,9.962,26844772,1,True,False,Current Perspectives on Plague Vector Control in Madagascar: Susceptibility Status of Xenopsylla cheopis to 12 Insecticides.,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:tick||OrganismTaxon,Association,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,tick,tick,OrganismTaxon,TEXT:OrganismTaxon:tick,,,General association,1,9.961663,9.962,26911323,1,True,False,Comparative speed of kill after treatment with Simparica™ (sarolaner) and Advantix®(imidacloprid + permethrin) against induced infestations of Dermacentor reticulatus on dogs.,1
TEXT:ChemicalEntity:neonicotinoid||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:β||DiseaseOrPhenotypicFeature,Association,neonicotinoid,neonicotinoid,ChemicalEntity,TEXT:ChemicalEntity:neonicotinoid,,,β,β,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:β,,,General association,1,9.957795,9.958,34351280,1,True,False,Associations of neonicotinoids with insulin and glucose homeostasis parameters in US adults: NHANES 2015-2016.,1
TEXT:ChemicalEntity:neonicotinoid||ChemicalEntity -- TEXT:GeneOrGeneProduct:nachrs||GeneOrGeneProduct,Association,neonicotinoid,neonicotinoid,ChemicalEntity,TEXT:ChemicalEntity:neonicotinoid,,,nAChRs,nAChRs,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:nachrs,,,General association,5,9.955317,8.057,12208819 | 12974354 | 16981889 | 22393406 | 22847768,5,True,False,Selective toxicity of neonicotinoids attributable to specificity of insect and mammalian nicotinic receptors.,5
INCHIKEY:NWWZPOKUUAIXIW-DHZHZOJOSA-N||ChemicalEntity -- TEXT:OrganismTaxon:thrips||OrganismTaxon,Association,thiamethoxam,thiamethoxam,ChemicalEntity,INCHIKEY:NWWZPOKUUAIXIW-DHZHZOJOSA-N,5821911,NWWZPOKUUAIXIW-DHZHZOJOSA-N,thrips,thrips,OrganismTaxon,TEXT:OrganismTaxon:thrips,,,General association,1,9.955317,9.955,22847768,1,True,False,Thiamethoxam acts as a target-site synergist of spinosad in resistant strains of Frankliniella occidentalis.,1
INCHIKEY:HOKKPVIRMVDYPB-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:PGOOBECODWQEAB-UHFFFAOYSA-N||ChemicalEntity,Association,clothianidin,clothianidin,ChemicalEntity,INCHIKEY:PGOOBECODWQEAB-UHFFFAOYSA-N,86287519,PGOOBECODWQEAB-UHFFFAOYSA-N,thiacloprid,thiacloprid,ChemicalEntity,INCHIKEY:HOKKPVIRMVDYPB-UHFFFAOYSA-N,115224,HOKKPVIRMVDYPB-UHFFFAOYSA-N,General association,2,9.946725,9.35,27268938,2,True,False,Honey Bees' Behavior Is Impaired by Chronic Exposure to the Neonicotinoid Thiacloprid in the Field.,1
INCHIKEY:ISQSUCKLLKRTBZ-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N||ChemicalEntity,Association,(phosphonomethylamino)methylphosphonic acid,(phosphonomethylamino)methylphosphonic acid,ChemicalEntity,INCHIKEY:ISQSUCKLLKRTBZ-UHFFFAOYSA-N,176915,ISQSUCKLLKRTBZ-UHFFFAOYSA-N,glyphosate,glyphosate,ChemicalEntity,INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,General association,2,9.946725,9.867,27280764,2,True,False,"The Impact of Glyphosate, Its Metabolites and Impurities on Viability, ATP Level and Morphological changes in Human Peripheral Blood Mononuclear Cells.",1
INCHIKEY:OBZIQQJJIKNWNO-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:rbabcg2||GeneOrGeneProduct,Association,tolclofos-methyl,tolclofos-methyl,ChemicalEntity,INCHIKEY:OBZIQQJJIKNWNO-UHFFFAOYSA-N,91664,OBZIQQJJIKNWNO-UHFFFAOYSA-N,rbABCG2,rbABCG2,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:rbabcg2,,,General association,2,9.946725,9.947,27288731,2,True,False,Assessment of ABCG2-mediated transport of pesticides across the rabbit placenta barrier using a novel MDCKII in vitro model.,1
INCHIKEY:HRBKVYFZANMGRE-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N||ChemicalEntity,Association,carbendazim,carbendazim,ChemicalEntity,INCHIKEY:TWFZGCMQGLPBSX-UHFFFAOYSA-N,25429,TWFZGCMQGLPBSX-UHFFFAOYSA-N,chlorpyrifos-methyl,chlorpyrifos-methyl,ChemicalEntity,INCHIKEY:HRBKVYFZANMGRE-UHFFFAOYSA-N,21803,HRBKVYFZANMGRE-UHFFFAOYSA-N,General association,1,9.946725,9.947,27288731,1,True,False,Assessment of ABCG2-mediated transport of pesticides across the rabbit placenta barrier using a novel MDCKII in vitro model.,1
INCHIKEY:HRBKVYFZANMGRE-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:rbabcg2||GeneOrGeneProduct,Association,chlorpyrifos-methyl,chlorpyrifos-methyl,ChemicalEntity,INCHIKEY:HRBKVYFZANMGRE-UHFFFAOYSA-N,21803,HRBKVYFZANMGRE-UHFFFAOYSA-N,rbABCG2,rbABCG2,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:rbabcg2,,,General association,1,9.946725,9.947,27288731,1,True,False,Assessment of ABCG2-mediated transport of pesticides across the rabbit placenta barrier using a novel MDCKII in vitro model.,1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N||ChemicalEntity,Association,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,metaphos,metaphos,ChemicalEntity,INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,General association,1,9.946725,9.947,27272922,1,True,False,Perspectives of using fungi as bioresource for bioremediation of pesticides in the environment: a critical review.,1
INCHIKEY:RDYMFSUJUZBWLH-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:laccase||GeneOrGeneProduct,Association,benzoepin,benzoepin,ChemicalEntity,INCHIKEY:RDYMFSUJUZBWLH-UHFFFAOYSA-N,3224,RDYMFSUJUZBWLH-UHFFFAOYSA-N,laccase,laccase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:laccase,,,General association,1,9.946725,9.947,27272922,1,True,False,Perspectives of using fungi as bioresource for bioremediation of pesticides in the environment: a critical review.,1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:schistosomiasis||DiseaseOrPhenotypicFeature,Association,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,schistosomiasis,schistosomiasis,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:schistosomiasis,,,General association,5,9.945344,7.953,36586553,4,True,False,Pyrethroid insecticides pose greater risk than organophosphate insecticides to biocontrol agents for human schistosomiasis.,1
INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:an. arabiensis||OrganismTaxon,Association,permethrin,permethrin,ChemicalEntity,INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,An. arabiensis,An. arabiensis,OrganismTaxon,TEXT:OrganismTaxon:an. arabiensis,,,General association,2,9.945344,9.547,36590346,2,True,False,Characterizing pyrethroid resistance and mechanisms in Anopheles gambiae (s.s.) and Anopheles arabiensis from 11 districts in Uganda.,1
